Datetime,Unix Timestamp,Text
7:09 AM - 16 Dec 2013,1387206576,#bus54 #bus60 #bus73 #busX73: resume regular route after turning for a collision between private individuals. #bus54: traffic delays. #ATM #Milano
6:39 AM - 16 Dec 2013,1387204767,@Umby08 good day to you. Follow us to receive all the information you need on mobility in Milan.
6:27 AM - 16 Dec 2013,1387204040,@Umby08 Hi today's strike ended. The metro lines and surface resumed circulation.
5:53 AM - 16 Dec 2013,1387202001,#M1 #M2: the traffic is back to normal on the entire line. #ATM #Milan
5:50 AM - 16 Dec 2013,1387201836,#M1 #M2: normal traffic conditions across the Board. #ATM #Milano
5:03 AM - 16 Dec 2013,1387199031,#M3 #M5: good service. #M1 #M2: a good service is resuming to all destinations. #ATM
5:00 AM - 16 Dec 2013,1387198849,#M3 #M5: normal traffic conditions. #M1 #M2: the trains are gradually resuming normal frequencies for all destinations. #ATM #Milano
4:09 AM - 16 Dec 2013,1387195798,#tram #bus #filobus: the lines gradually resume normal movement (national #sciopero and the event ended). #Milano #ATM
4:06 AM - 16 Dec 2013,1387195584,@AlessandroMar we can confirm that the movement is recovering gradually on all subway lines.
4:03 AM - 16 Dec 2013,1387195384,#M2: the movement gradually resumes for all destinations (#sciopero). Beware the crowding on the docks. #ATM
4:03 AM - 16 Dec 2013,1387195382,#M3: a good service is resuming to all destination. Please pay attention: "trains and platforms may be busy for a while. #ATM #Milano
3:56 AM - 16 Dec 2013,1387194988,#M1: a good service resumes to all destinations. Please pay attention on platforms. #ATM
3:56 AM - 16 Dec 2013,1387194972,@lacurci the turnstiles are opened upon resumption of movement.  Updates in progress on the resumption of each line.
3:56 AM - 16 Dec 2013,1387194968,#M1: the movement gradually resumes for all destinations (#sciopero). Beware the crowding on the docks. #ATM
3:53 AM - 16 Dec 2013,1387194825,#M5: a good service resumes to all destinations. #ATM #Milano
3:48 AM - 16 Dec 2013,1387194502,#M5: the circulation resumes across the Board. #ATM
3:43 AM - 16 Dec 2013,1387194207,@diavolettomi circulation will resume gradually after 12.45. Follow us for updates line by line.
3:42 AM - 16 Dec 2013,1387194160,@NicolaSurbera trains will travel after 12.45. Follow us to receive tweets in real time on each line.
3:41 AM - 16 Dec 2013,1387194099,#M1 #M2 #M3 #M5: a good service about to resume after 12.45. Updates to follow.
3:39 AM - 16 Dec 2013,1387193951,@ponciasecrets on line are possible slowdowns we apologize for the inconvenience. A car is coming.
3:36 AM - 16 Dec 2013,1387193799,#M1 #M2 #M3 #M5: recover gradually after 12.45. Tweeting in real time the recovery of each line (#sciopero). #Milano #ATM
3:24 AM - 16 Dec 2013,1387193097,#bus54 > Cathedral: deviates from San Babila in Largo Augusto;  #bus60 #bus73 #busx73 ending in Largo Augusto (collision between individuals). #ATM #Milano
3:23 AM - 16 Dec 2013,1387193034,@Fraintesa the line is involved by the passage of an event are reported slowdowns and momentary diversions.
2:54 AM - 16 Dec 2013,1387191287,@domenico_sal you can take the #tram16 in piazza Piemonte for 5 stops and get off at largo D'ancona. Piazza sant'ambrogio is 250 meters.
2:33 AM - 16 Dec 2013,1387190032,@leciram the national strike is expected in Milan till 12.45 follow us for updates on the recovery.
2:16 AM - 16 Dec 2013,1387188968,@raf55 you can use the #tram16 on the surface are possible delays and reductions in service (#sciopero).
1:55 AM - 16 Dec 2013,1387187744,@D1Marzia the #bus94 can suffer slowdowns and detours for a rally going from largo Cairoli in piazza Duca D'Aosta.
1:21 AM - 16 Dec 2013,1387185707,Above-ground network: service operating with minor delays until 12.45 (national 4-hour #strike affecting public transport). Updates: 12.30.
1:19 AM - 16 Dec 2013,1387185582,Tram bus trolleybus: possible reductions of the service till 12.45 (local public transport national #sciopero). Updates: 12.30
1:18 AM - 16 Dec 2013,1387185523,#M1 #M2 #M3 #M5: service to resume at 12.45 (national 4-hour #strike affecting local public transport). Updates: 12.30. #ATM
1:17 AM - 16 Dec 2013,1387185454,#M1 #M2 #M3 #M5: movement suspended till 12.45 (local public transport national #sciopero). Updates: 12.30 hours. #ATM
1:15 AM - 16 Dec 2013,1387185344,@FedeDippi the #tram9 circulates but can suffer slowdowns and diversions for the event in progress from largo Cairoli in piazza Duca D'Aosta.
1:10 AM - 16 Dec 2013,1387185044,@MarcoD82 Yes the circulation is suspended on all lines. Follow us for updates about the shooting before 12.45
1:06 AM - 16 Dec 2013,1387184792,@Giaina line has no hiccups and momentary diversions to pass an event lgo Cairoli to pza Duca D'Aosta.
12:54 AM - 16 Dec 2013,1387184094,@MariangelaPira when the line is affected by a momentary detour for a rally.
12:46 AM - 16 Dec 2013,1387183608,#M2: traffic is suspended in all directions (#sciopero). Updates on shooting before 12.45. #ATM #Milano
12:44 AM - 16 Dec 2013,1387183477,@filosippos1 the event starts from largo Cairoli and will reach piazza Duca D'Aosta.
12:43 AM - 16 Dec 2013,1387183423,@lorenzobezzi surface lines can undergo a reduction of service (#sciopero).
12:43 AM - 16 Dec 2013,1387183405,@CaprioliMarco @lorenzobezzi the last trains are traveling right now toward the end of the line.
12:34 AM - 16 Dec 2013,1387182846,@mickey_depa agitation is laid up at 12.45. Afterwards the service will adjust.
12:23 AM - 16 Dec 2013,1387182228,@MattSanna on #tram14 is involved by the passage of a manifestation from largo Cairoli in piazza Duca D'Aosta slowdowns are possible.
12:23 AM - 16 Dec 2013,1387182218,@Marj0T Yes the last trains are reaching the end of the line. The movement on the line resumes from 12.45.
12:21 AM - 16 Dec 2013,1387182093,#bus50 #bus57 #bus60 #bus61 #bus81 #bus94 #busz301: detours and slowdowns (manifestation lgo Cairoli-pza Duca D'Aosta). #ATM
12:20 AM - 16 Dec 2013,1387182053,#tram1 #tram2 #tram4 #tram5 #tram9 #tram12 #tram14 #tram33: detours and slowdowns (manifestation lgo Cairoli-pza Duca D'Aosta). #ATM
12:18 AM - 16 Dec 2013,1387181892,@julsrossini follow us for updates on shooting at 12.45. At the time the service area could be reduced.
12:16 AM - 16 Dec 2013,1387181802,@julsrossini the strike is from 8.45 am to 12.45. The last subway trains are now in transit.
12:15 AM - 16 Dec 2013,1387181700,@scenfaroc surface lines could suffer reductions in service at the time.
12:13 AM - 16 Dec 2013,1387181611,@al_lanza you can use #tram2 in via Farini, we remind you that on the surface the service could be reduced.
12:12 AM - 16 Dec 2013,1387181570,#bus92 #bus95: slowdowns. #ATM #Milano
12:07 AM - 16 Dec 2013,1387181248,#M5: traffic is suspended in both directions (#sciopero). Alternatively when #tram7 and #tram31.
11:56 PM - 15 Dec 2013,1387180610,@susi_celly The last trains to Comasina M3 are en route.
11:56 PM - 15 Dec 2013,1387180609,#M2 > Cologno: last train in transit in Famagusta (#sciopero). #Milano #ATM
11:55 PM - 15 Dec 2013,1387180518,@Mystiria on the surface are possible delays and reductions.
11:50 PM - 15 Dec 2013,1387180249,#M1 #M2 #M3 #M5: last trains are leaving from terminus. All trains running on the network after 8.45 will arrive to domestic destinatons.
11:50 PM - 15 Dec 2013,1387180227,#M1 #M2 #M3 #M5: last trains traveling (#sciopero). The trains still arrive at the terminus. #ATM
11:46 PM - 15 Dec 2013,1387179975,@Lapazia1013 we suggest checking line managers for the info on services #ATM follow us tweeting info in real time.
11:45 PM - 15 Dec 2013,1387179901,Hi @MorraFrancesca you can take the #tram9 from Centrale to Porta Romana M3.
11:44 PM - 15 Dec 2013,1387179865,#M1 #M2 #M3 #M5: service about to stop at 8.45 and resume at 12.45. Updates to follow.
11:42 PM - 15 Dec 2013,1387179755,#M1 #M2 #M3 #M5: the circulation will be suspended from 8.45 (national #sciopero). Follow updates. #ATM #Milano
11:29 PM - 15 Dec 2013,1387178982,@angmarco the last trains departing from Sesto M1 until 8.45 arriving at the last stop. Alternatively #tram16. Follow us for updates.
11:18 PM - 15 Dec 2013,1387178334,@ __ aLix surface also could be affected by the turmoil. Next update at about 8.30.
10:57 PM - 15 Dec 2013,1387177029,national local transport #sciopero. Regular #ATM services until 8.45 and by 12.45. Next update: 8.30 about.
10:56 PM - 15 Dec 2013,1387176999,@PadreGandalf hi can you make a one-day pass on the site http://www.bikemi.it. For more info please write to info@bikemi.it
10:31 PM - 15 Dec 2013,1387175492,@discoradioIT in Milan from 8.45 am to 12.45 tweeting all useful upgrades. @GTT_Torino
10:00 PM - 15 Dec 2013,1387173603,Good morning. At 8.45 began the national local transport #sciopero. We keep you up to date on services #ATM. http://bit.ly/18lFnpd 
11:03 AM - 15 Dec 2013,1387134219,Goodbye from #ATM informs. Tomorrow I update from 7 to 20 follow us for news of infomobility services in real time.
10:39 AM - 15 Dec 2013,1387132748,@LaPatty__x you can upload the extension on your subscription. You find all the details at this link: http://bit.ly/AbbonamentiUrbani ...
10:12 AM - 15 Dec 2013,1387131167,@MGiroldini good evening in Milan the national strike is from 8.45 am to 12.45. Here the info: http://bit.ly/1cqwd6y.
9:50 AM - 15 Dec 2013,1387129858,@AgneZa_ the time slot of the nationwide strike in Milan is 8.45-12.45 to get real-time info write us we will update.
9:31 AM - 15 Dec 2013,1387128681,#tram12 #bus62: slowdowns. #ATM #Milano
4:16 AM - 15 Dec 2013,1387109782,#Milan-#Roma: here is the #ATM service scheduled for tomorrow night's game at San Siro http://bit.ly/18JMjHF. #calcio #SerieA #Milano
1:55 AM - 15 Dec 2013,1387101309,Manifestation from the Duomo to piazza Sant'Ambrogio: possible detours and slowdowns for some surface lines http://bit.ly/1j8oKSB.
1:29 AM - 15 Dec 2013,1387099789,#tram2: resumes the regular route with no hiccups (technical problem solved). #ATM #Milano
1:09 AM - 15 Dec 2013,1387098599,#bus70: resumes the regular route with slowdowns in both directions after turning for a collision between private vehicles. #ATM #Milano
1:04 AM - 15 Dec 2013,1387098284,#tram2: ends in Porta Genova (technical problem). Connecting bus to the last stop Negrelli. #ATM #Milano
1:00 AM - 15 Dec 2013,1387098003,#bus70 > pta Time: deviates from ple Maciachini to v. Vincenzo da Seregno > Bruzzano: resumes the regular route (collision between private vehicles).
12:53 AM - 15 Dec 2013,1387097598,#bus70: deviates from piazzale Maciachini in via Vincenzo da Seregno (collision between private vehicles). #ATM #Milano
10:56 PM - 14 Dec 2013,1387090598,#tram12 and #tram14: slowdowns (technical glitch in a car fixed). #ATM #Milano
10:00 PM - 14 Dec 2013,1387087222,Good Sunday from #ATM. Follow infomobility tweets today we'll be with you till 20.
11:14 AM - 14 Dec 2013,1387048486,Good Saturday evening and see you tomorrow: tweeting updates from 7 to 20. Notices of changes planned lines: http://bit.ly/infotraffico 
11:00 AM - 14 Dec 2013,1387047634,#tram9: resumes regularly with possible delays (after turning for a collision between private vehicles in cso Colombo/Coni Zugna). #ATM
10:49 AM - 14 Dec 2013,1387046991,@lapanca a car is coming. Sorry for the wait: a rally in the afternoon slowed several lines.
10:47 AM - 14 Dec 2013,1387046822,@valevsworld tomorrow #ATM media make regular service. More information about the Monday morning at the http://bit.ly/1cqwd6y page.
10:34 AM - 14 Dec 2013,1387046055,#tram2 > Bausan: deviates between corso Colombo and Cordusio (collision between private vehicles in Colombo/Coni Zugna). #tram14 in the journey not flown.
10:32 AM - 14 Dec 2013,1387045977,#tram9: ends in pta Lodovica (collision between private vehicles in cso Colombo/Coni Zugna). Connecting bus to the last stop pta.
9:06 AM - 14 Dec 2013,1387040816,After the rally in downtown. Delays for some lines that reflect the regular routes: 1 12 15 16 23 24 27 54.
8:14 AM - 14 Dec 2013,1387037670,@Mikedroide in Milan is from 8.45 to 12.45: http://bit.ly/1cqwd6y. Monday, tweeting live updates as always.
6:38 AM - 14 Dec 2013,1387031918,Ongoing event (from pza pza staircase Fountain). Possible traffic delays and detours for some lines: http://www.atm.it/it/ViaggiaConNoi/InfoTraffico/Pagine/Manifestazioneincentrolelineeinteressate14_12.aspx ...
5:54 AM - 14 Dec 2013,1387029246,Hours 15: possible traffic delays and detours (event Center). Route and lines involved in the page: http://www.atm.it/it/ViaggiaConNoi/InfoTraffico/Pagine/Manifestazioneincentrolelineeinteressate14_12.aspx ...
4:08 AM - 14 Dec 2013,1387022908,#tram5 and #tram7: resume regular route with no hiccups after turning for a collision between private vehicles. #ATM #Milano
3:51 AM - 14 Dec 2013,1387021896,#tram7: deviates from Ca'Granda piazzale Baiamonti (collision between private vehicles). Connecting bus into the journey not flown. #ATM #Milano
3:50 AM - 14 Dec 2013,1387021818,#tram5 > nettle: ends in Ca'Granda/texts > Ca'Granda: ends in Viale Lunigiana (collision between private vehicles). The bus is not covered.
3:11 AM - 14 Dec 2013,1387019510,@paganin94 the agitation could involve underground and surface from 8.45 to 12.45: http://bit.ly/1cqwd6y.
1:39 AM - 14 Dec 2013,1387013941,#bus92 > Isonzo: ends in pza Appius Claudius > Varè: ends in pza Ascoli (shock among others). Bus services: Appius Claudius-pza Ascoli.
12:09 AM - 14 Dec 2013,1387008540,Today the link c. Hump-s. Raffaele ends at 19 (maintenance). Alternatively #bus925: http://bit.ly/1j3jn7c.
10:09 PM - 13 Dec 2013,1387001344,@alessan46729146 Hello today all lines are in regular service. National strike is expected Monday, 16: http://bit.ly/1cqwd6y.
10:00 PM - 13 Dec 2013,1387000840,Hello and good weekend from #ATM. Even today tweeting updates on mobility in #Milano up to 20.
11:01 AM - 13 Dec 2013,1386961306,Good evening from @atm_informa. Infomobility tweets back tomorrow and Sunday from 7 to 20 to keep you informed, follow us. #Milano
10:40 AM - 13 Dec 2013,1386960021,@lesjeuxsonfait @SergioSierra67 the line resumed regular route after a minor incident reported delays for traffic.
10:35 AM - 13 Dec 2013,1386959715,@Deviot Yes for all the info and contacts regarding lost items on ATM, see this link: http://bit.ly/Y949RQ.
10:03 AM - 13 Dec 2013,1386957802,@widyblonde Yes to Monday, has been called the national strike of local transport from 8.45 am to 12.45: http://bit.ly/1cqwd6y.
9:03 AM - 13 Dec 2013,1386954189,#tram2 #tram16: delays (traffic in different areas of the city). #ATM #Milano
8:58 AM - 13 Dec 2013,1386953882,#bus70: slowdowns (collision between private vehicles). #tram9: slowdowns (technical problem). #ATM #Milano
8:55 AM - 13 Dec 2013,1386953756,@FedeDippi Monday, there were no changes to the line. On 16/12 Please note there will be national strike: http://bit.ly/1cqwd6y.
8:32 AM - 13 Dec 2013,1386952331,Tomorrow: #bus431 #bus433 resume regular route in Cornaredo (work in via Garibaldi concluded) http://bit.ly/1bBARO0. #ATM
7:13 AM - 13 Dec 2013,1386947596,#tram3 #tram15: resume regular route with no hiccups after deviation (technical problem solved). #ATM #Milano
7:03 AM - 13 Dec 2013,1386947025,#tram3 #tram15: ending in p.za Abbiategrasso (technical problem). Connecting bus respectively until Gratosoglio and Rozzano.
6:00 AM - 13 Dec 2013,1386943212,#bus55 > Loreto: ends in via Stradivari/Buenos Aires. #bus56 > Loreto: ends in via Padova/Predabissi (manifestation in Piazzale Loreto).
3:10 AM - 13 Dec 2013,1386933028,#bus72: resumes the regular route with no hiccups after deviation for the event via Gallarate. #ATM #Milano
2:29 AM - 13 Dec 2013,1386930589,#bus93: slowdowns (technical problem now solved). #ATM #Milano
2:14 AM - 13 Dec 2013,1386929696,#bus72 > main cemetery: deviates between Molino Dorino and via Gallarate/bubble (event at via Gallarate). #ATM #Milano
1:29 AM - 13 Dec 2013,1386926946,@BambolaSimona Hello please form http://bit.ly/WWEdnV specifying the details so that you can verify. Thank you.
1:20 AM - 13 Dec 2013,1386926417,Hello @moebiusmania you can submit your request details on the form that you find on our site: http://bit.ly/WWEdnV.
1:09 AM - 13 Dec 2013,1386925796,#bus61: delays (traffic in areas of via Pontaccio/Bolivar/Washington). #ATM #Milano
12:14 AM - 13 Dec 2013,1386922458,#bus50: delays (traffic in piazza Bolivar). #ATM #Milano
12:09 AM - 13 Dec 2013,1386922151,#bus86 #bus701: slowdowns (public transportation Cologno Nord/Cascina Gobba). #ATM #Milano
12:08 AM - 13 Dec 2013,1386922096,#bus39 #bus924: delays (traffic in Lambrate district). #ATM #Milano
11:50 PM - 12 Dec 2013,1386921035,#tram27: slowdowns (technical problem). #ATM #Milano
11:09 PM - 12 Dec 2013,1386918582,@DTarenzi @pmonti1 lines place the regular service. Has been called a national strike for Monday, 16 http://bit.ly/1cqwd6y.
10:01 PM - 12 Dec 2013,1386914469,Good morning from @atm_informa. Up to 20 tweeting updates about movement of underground and surface water.
11:00 AM - 12 Dec 2013,1386874810,Have a good evening. Our Tweets are returning tomorrow from 7 to 20 to update you in real time on mobility in #Milano.
10:53 AM - 12 Dec 2013,1386874391,#tram14 #tram19: resume regular route with no hiccups after turning for technical problem. #ATM #Milano
10:34 AM - 12 Dec 2013,1386873253,#tram19 > Roseanne: deviates from piazza Firenze in via Palizzi (technical problem). Bus services in the deviation. #ATM #Milano
10:33 AM - 12 Dec 2013,1386873216,#tram14: ends at via Cenisio (technical problem). Bus to the terminus Cemetery. #ATM #Milano
10:04 AM - 12 Dec 2013,1386871446,@alexci1 thanks for writing we informed the staff of the station which will close the exit.
10:02 AM - 12 Dec 2013,1386871378,@SM_L76 Yes it was proclaimed a national strike of local public transport for Monday 16/12. Here the info: http://bit.ly/1cqwd6y.
9:59 AM - 12 Dec 2013,1386871163,#tram15: resumes the regular route after turning for memorial service. #ATM #Milano
9:53 AM - 12 Dec 2013,1386870827,@selvaggia1983 for this reason at the moment ends still in piazza Missori/corso Italy. We will update you when you return regularly.
9:50 AM - 12 Dec 2013,1386870629,@Francesco_Roux Hi metro service takes place between the hours of 6 and about 00.30. Follow us to get real-time info on the movement.
8:44 AM - 12 Dec 2013,1386866668,#tram1: deviates from via Tommaso Grossi in piazza della Repubblica (memorial ceremony in piazza Fontana). #ATM #Milano
8:31 AM - 12 Dec 2013,1386865882,@paganin94 you can forward your inquiry to the form on our site: http://bit.ly/WWEdnV. Thank you.
8:01 AM - 12 Dec 2013,1386864091,@macondo83 The ATM points are open from Monday to Saturday from 7.45 at 19.15. The info on where to find them here: http://bit.ly/139S82A 
7:35 AM - 12 Dec 2013,1386862513,@ZippoHaze #tram15 from Missori until porta Lodovica #tram9 up to viale Gorizia #tram19 up to Piazzale Aquileia in 2 minutes from via Ferrario.
6:28 AM - 12 Dec 2013,1386858494,#bus55 #bus56: slowdowns (manifestation in piazzale Loreto). #ATM #Milano
6:23 AM - 12 Dec 2013,1386858233,#tram15: ends at piazza Missori\corso #tram23 Italy: ends in via Dogana. (memorial ceremony in piazza Fontana). #ATM #Milano
6:01 AM - 12 Dec 2013,1386856891,#tram12: resumes the regular route with no hiccups. #tram27: ends in Ovid's square. Bus to the last stop of viale Hungary. #ATM
5:33 AM - 12 Dec 2013,1386855202,#tram12 > Ovid: ends at piazza Fontana #tram27: ends in p.za 5 Days. Bus between p.za Missori and see Hungary (technical problem).
5:05 AM - 12 Dec 2013,1386853532,#tram27: slowdowns (technical problem). #ATM #Milano
4:21 AM - 12 Dec 2013,1386850906,@gigiomora the strike has been called for Monday 16/12. The unrest in Milan is within the 8.45 at 12.45: http://bit.ly/18lFnpd.
2:18 AM - 12 Dec 2013,1386843488,#XF7: here's the #ATM service to get to the Forum tonight for the final http://bit.ly/1hJTS9A. #Milano
1:42 AM - 12 Dec 2013,1386841361,@Frida_tulip travel time is approximately 40 minutes. To calculate your route you can see GiroMilano: http://bit.ly/GiroMilano.
1:38 AM - 12 Dec 2013,1386841098,@Micatmb Hi the first race is at 5.35. You can check timetables of line at this link: http://orari.atm-mi.it/73_11804.pdf. Have a nice day.
1:16 AM - 12 Dec 2013,1386839801,#tram12 #tram27: resume regular route with no hiccups after deviation (technical problem solved). #ATM #Milano
1:12 AM - 12 Dec 2013,1386839570,#tram12 #tram27: ending in piazza Fontana (technical problem). Connecting bus to Hungary. #ATM #Milano
12:35 AM - 12 Dec 2013,1386837301,Event Center: possible detours and slowdowns for lines affected by the passage of the http://bit.ly/1grj4Bh parade.
12:07 AM - 12 Dec 2013,1386835638,#bus924: slowdowns (public transportation via Redecesio di Segrate municipality). #ATM #Milano
11:22 PM - 11 Dec 2013,1386832930,@claucipi Hello tonight #M2 prolongs the service. There will be trains from Assago f. to c. Hump up to approximately 1.25: http://bit.ly/1hJTS9A.
10:25 PM - 11 Dec 2013,1386829545,@weel3000 good morning has been called a national strike of local public transport for Monday, December 16: http://bit.ly/18lFnpd.
10:12 PM - 11 Dec 2013,1386828727,Hi @domitilla you can request a copy of your membership card at one of the ATM points: http://bit.ly/1aFqMQo. Have a nice day.
10:02 PM - 11 Dec 2013,1386828132,Good morning from @atm_informa follow us till 20 to receive information and updates on mobility in #Milano.
11:01 AM - 11 Dec 2013,1386788473,See you tomorrow. #tram2 > Bausan: ends in viale Stelvio/Farini (accident). Until the end of the line using the #bus92. #ATM #Milano
10:54 AM - 11 Dec 2013,1386788055,#bus55 #bus56: resume regular route after deviation for the event. #ATM #Milano
10:50 AM - 11 Dec 2013,1386787826,#M3: the circulation resumes regular in all directions after the slowdown. #ATM #Milano
10:46 AM - 11 Dec 2013,1386787603,@RobyFumagalli lines are slow for heavy traffic caused by the match tonight.
10:43 AM - 11 Dec 2013,1386787389,#bus92 > Bausan: resumes the regular route after diversion. #ATM #Milano
10:41 AM - 11 Dec 2013,1386787304,#Loreto #ATM #Sansiro area and lines: possible delays (traffic and event). #Milano
10:28 AM - 11 Dec 2013,1386786497,#tram1: resumes the regular route towards Castles with no hiccups. #ATM #Milano
10:24 AM - 11 Dec 2013,1386786254,#tram1 > Castles: deviates from piazza Firenze piazza Castelli (truck stalled on the tracks). The bus is not covered. #ATM #Milano
10:19 AM - 11 Dec 2013,1386785999,#bus92 > Bausan: ends at piazza Nigra (accident). #ATM #Milano
10:01 AM - 11 Dec 2013,1386784905,#M1: resumes regular circulation in all directions after delays. #ATM #Milano
9:56 AM - 11 Dec 2013,1386784563,#bus49 #bus90: delays (traffic near San Siro). #ATM #Milano
9:51 AM - 11 Dec 2013,1386784265,@Armilan1987 a train did not stop because overworked due to the presence of numerous fans.
9:41 AM - 11 Dec 2013,1386783685,@giunetta trains and platforms are crowded because of the fans for the match tonight.
9:39 AM - 11 Dec 2013,1386783582,#M1 > Rho Fiera/Bisceglie: slowdowns (public policy). #ATM #Milano
9:33 AM - 11 Dec 2013,1386783207,#M3: slowdowns in both directions (public policy). Pay attention to crowding on the docks. #ATM #Milano
9:32 AM - 11 Dec 2013,1386783152,@IlCafaro the line slowed down in both directions after a suspension. The banks could be crowded.
9:30 AM - 11 Dec 2013,1386783010,@apetrera the line has slowed after a brief suspension for public policy interventions. The banks could be crowded.
9:28 AM - 11 Dec 2013,1386782918,@fabiotrash are currently reported delays on the line after the resumption of movement.
9:28 AM - 11 Dec 2013,1386782893,@ _ ilalicious _ a car is coming up in 2 minutes towards Central. In the opposite direction a car has just passed.
9:23 AM - 11 Dec 2013,1386782636,@Paolino1993 if you're on #M3 on line are reported slowdowns.
9:21 AM - 11 Dec 2013,1386782502,@SebaCostaBs the circulation was suspended for several minutes to public policy interventions. Now he resumed with delays.
9:20 AM - 11 Dec 2013,1386782416,#M3 > San Donato: the circulation resumes across the Board with no hiccups after suspension for public policy interventions. #ATM
9:16 AM - 11 Dec 2013,1386782172,@lullababy71 interventions are being held in the Republic. Follow us for updates on the movement.
9:15 AM - 11 Dec 2013,1386782159,@pol284 are underway to ensure public order in the Republic.
9:14 AM - 11 Dec 2013,1386782045,#M3 > San Donato: movement suspended (public policy interventions). Follow updates. #ATM #Milano
9:12 AM - 11 Dec 2013,1386781970,@SaverioStanga circulation is suspended for public policy intervention in the Republic. More updates soon.
9:08 AM - 11 Dec 2013,1386781715,@AndreaMaggi94 sorry there was a train out of service. There are additional delays for circulation.
8:43 AM - 11 Dec 2013,1386780204,#bus94: resumes normal movement in via Senato with no hiccups. #ATM #Milano
8:38 AM - 11 Dec 2013,1386779930,#bus94: circulation is momentarily interrupted in via Senato (traffic). #ATM #Milano
6:52 AM - 11 Dec 2013,1386773567,#Milan-#Ajax: here's our service under #ATM for tonight's game at San Siro http://bit.ly/1btBxFn. #Milano #ChampionsLeague
6:08 AM - 11 Dec 2013,1386770899,#bus95: delays (traffic in piazzale Lotto). #ATM #Milano
5:36 AM - 11 Dec 2013,1386768964,@gabrielecarpi there may be a slight increase in waiting times because of crowding of the platform in some stations.
5:07 AM - 11 Dec 2013,1386767223,#tram3 > Gratosoglio #tram15 > Rozzano: slowdowns (technical assistance). #ATM #Milano
3:58 AM - 11 Dec 2013,1386763121,Thursday 16th December: the national strike will involve local public transport from 8.45 am to 12.45 pm on #Milan http://bit.ly/18lFnpd.
3:54 AM - 11 Dec 2013,1386762897,@wannabebaol Yes I can confirm that the national strike will be from 8.45 am to 12.45. You can find more info here: http://bit.ly/18lFnpd.
3:53 AM - 11 Dec 2013,1386762790,#tram9: slowdowns (aid to a passenger). #ATM #Milano
3:26 AM - 11 Dec 2013,1386761186,@DeterWagner Monday's confirmed the national strike of local public transport from 8.45 am to 12.45: http://bit.ly/18lFnpd.
2:37 AM - 11 Dec 2013,1386758243,@ElioBrandolino will update the national strike called for 16/12 will be four hours (8.45-12.45): http://bit.ly/18lFnpd.
2:34 AM - 11 Dec 2013,1386758065,16/12: national #sciopero of local public transport. A possible disruption from 8.45 am to 12.45 #Milano: http://bit.ly/18lFnpd. #ATM
2:20 AM - 11 Dec 2013,1386757212,#bus95: changing the terminus for about a week at events at the San Siro Stadium http://bit.ly/1f4rYRn. #ATM #Milano
1:33 AM - 11 Dec 2013,1386754437,#tram12 #tram14: resume regular route with no hiccups after deviation (uneven parked cars removed). #ATM #Milano
12:56 AM - 11 Dec 2013,1386752177,#tram14 > main cemetery: deviates from v. Procaccini in p.za Firenze (irregular parked cars). Alternatively, use the #bus37.
12:54 AM - 11 Dec 2013,1386752099,#tram12 > Roseanne: deviates from via Procaccini via Mac Mahon (irregular parked cars). In the journey not covered please use the #bus37. #ATM
12:43 AM - 11 Dec 2013,1386751404,#bus56: deviates from via Padova/Predabissi in Loreto (Loreto area demonstration). #ATM #Milano
12:25 AM - 11 Dec 2013,1386750330,#tram2: ends in Porta Genova (irregular parked cars). Connecting bus to the last stop Negrelli. #ATM #Milano
12:15 AM - 11 Dec 2013,1386749741,#bus45 #bus50 #bus52 #bus66 #bus86 and #bus95: delays (traffic in different areas of the city). #ATM #Milano
11:53 PM - 10 Dec 2013,1386748382,#tram12 #tram14: slowdowns (technical problem solved). #ATM #Milano
10:01 PM - 10 Dec 2013,1386741697,Good morning from @atm_informa. The circulation is normal in underground and surface follow us for live updates.
11:00 AM - 10 Dec 2013,1386702034,See you tomorrow. Follow us from 7 to 20 to receive updates on traffic #ATM.
10:00 AM - 10 Dec 2013,1386698440,@ 140Flames we can confirm that the lines are both regular.
9:55 AM - 10 Dec 2013,1386698105,@ 140Flames two events have slowed down some lines. If you want to write us what means you use you will update on the situation.
9:44 AM - 10 Dec 2013,1386697496,#bus55 #bus56: resume regular route with no hiccups after turning for manifestation in piazzale Loreto. #ATM #Milano
9:30 AM - 10 Dec 2013,1386696629,@marcello252 sorry for the wait a rally slowed down the line.
9:05 AM - 10 Dec 2013,1386695141,#bus39: slowdowns (manifestation in piazzale Loreto). #ATM #Milano
8:55 AM - 10 Dec 2013,1386694558,#tram16 #tram27 #bus49 #bus95: delays (traffic in different areas of the city). #ATM #Milano
8:41 AM - 10 Dec 2013,1386693707,#Milan-#Ajax: here's our service under #ATM for the game tomorrow night in San Siro http://bit.ly/1btBxFn. #Milano #ChampionsLeague
8:04 AM - 10 Dec 2013,1386691471,#bus55 #bus56: changes and delays. #bus62 #bus92: slowdowns (manifestation in piazzale Loreto). #ATM #Milano
8:04 AM - 10 Dec 2013,1386691461,#tram5 #tram9 #tram33 #bus60 #bus81 #bus92: slowdowns (manifestation in Forlanini/Duca D'Aosta concluded). #ATM #Milano
7:14 AM - 10 Dec 2013,1386688450,Manifestation from Viale Forlanini in p.za Duca D'Aosta. Possible traffic delays and detours for lines affected: http://bit.ly/1cmJOMl 
